Organization/Person Name,Organization/Person Name URL,Investor Type,Number of Investments,Number of Exits,Location,Investment Stage,Description,Regions,Founded Date,Founded Date Precision,Website,LinkedIn,Number of Portfolio Organizations,Number of Lead Investments,Number of Exits (IPO)
Obu,https://www.crunchbase.com/organization/obu-6109,Angel Group,2,,"Nottingham, Nottingham, United Kingdom",Seed,Obu is a angel investment platform designed for women.,"Europe, Middle East, and Africa (EMEA)",2018-01-01,year,https://www.obuinvest.com,https://www.linkedin.com/company/obu-invest,2,1,
Cool Initiatives,https://www.crunchbase.com/organization/cool-initiatives,"Micro VC, Venture Capital",2,,"Lincoln, Lincolnshire, United Kingdom","Early Stage Venture, Seed",Early stage UK based  edtech investment firm.,"Europe, Middle East, and Africa (EMEA)",,,http://www.coolinitiatives.com,https://www.linkedin.com/showcase/cool-initiatives-education-challenge/,2,2,
Scottish Health Innovations,https://www.crunchbase.com/organization/scottish-health-innovations-ltd,Accelerator,2,,"Dundee, Dundee City, United Kingdom",,SHIL works in partnership with NHS Scotland to protect and develop new innovations that come from healthcare professionals.,"Europe, Middle East, and Africa (EMEA)",2002-01-01,year,http://www.shil.co.uk/,https://www.linkedin.com/company/scottish-health-innovations-ltd,2,,
Partner Capital,https://www.crunchbase.com/organization/partner-capital,"Micro VC, Venture Capital",2,1,"London, England, United Kingdom",,Partner Capital is a London-based specialist investment advisory business,"Europe, Middle East, and Africa (EMEA)",2005-01-01,year,http://www.partnercapital.net,https://www.linkedin.com/company/10984041,2,1,
East Midlands Business Angels,https://www.crunchbase.com/organization/east-midlands-business-angels,Angel Group,2,1,"Newark Upon Trent, Nottinghamshire, United Kingdom",Early Stage Venture,East Midlands Business Angels Ltd raises investment capital for growing companies. They have been investing since 1997. Investments,"Europe, Middle East, and Africa (EMEA)",1997-01-01,year,http://www.em-ba.co.uk,,2,,
Harlequin Corporate Finance,https://www.crunchbase.com/organization/harlequin-corporate-finance,"Micro VC, Venture Capital",2,1,"Oxton, York, United Kingdom",,"Harlequin is a company that specializes in growing business advising, and helps them to find good value companies to acquire.","Europe, Middle East, and Africa (EMEA)",1999-01-01,year,http://www.harlequincf.co.uk,,1,,
Berti Green Accelerator,https://www.crunchbase.com/organization/berti-green-accelerator,Accelerator,2,2,"London, England, United Kingdom",Early Stage Venture,Berti Green Accelerator is providing  business expertise to social purpose businesses.,"Europe, Middle East, and Africa (EMEA)",,,http://bertiinvestments.com/berti-green-accelerator,,2,,
LAUNCH.ed,https://www.crunchbase.com/organization/launch-ed,University Program,2,,"Edinburgh, Edinburgh, City of, United Kingdom",,"The University of Edinburgh's free support service for student entrepreneurs. Business advisers, competitions, funding.","Europe, Middle East, and Africa (EMEA)",1583-01-01,year,http://www.launch.ed.ac.uk/,http://www.linkedin.com/groups?home=&gid=3561176&trk=anet_ug_hm,1,,
National Aerospace Technology Exploitation Programme,https://www.crunchbase.com/organization/national-aerospace-technology-exploitation-programme,Accelerator,2,,"Farnborough, Hampshire, United Kingdom",,National Aerospace Technology Exploitation Programme is a £10m programme to mature 60 aerospace technologies in the UK.,"Europe, Middle East, and Africa (EMEA)",2013-01-01,year,https://www.natep.org.uk/,https://www.linkedin.com/company/national-aerospace-technology-exploitation-programme/about/,2,2,
Reach UK,https://www.crunchbase.com/organization/reach-uk,Accelerator,2,,"London, England, United Kingdom",Seed,REACH UK is a real estate technology scale up program,"Europe, Middle East, and Africa (EMEA)",,,https://nar-reach.com/uk,https://www.linkedin.com/company/reach-united-kingdom,2,1,
Marches Local Enterprise Partnership,https://www.crunchbase.com/organization/marches-local-enterprise-partnership,Accelerator,2,,"Shrewsbury, Shropshire, United Kingdom",,Marches Local Enterprise Partnership provides clarity and speedy governance whilst embracing a wide degree of expert opinion and knowledge.,"Europe, Middle East, and Africa (EMEA)",2011-01-01,year,https://www.marcheslep.org.uk/,https://www.linkedin.com/company/marches-local-enterprise-partnership,2,2,
Bridgebank Capital,https://www.crunchbase.com/organization/bridgebank-capital,"Private Equity Firm, Venture Debt",2,1,"Chester, Cheshire, United Kingdom","Early Stage Venture, Late Stage Venture",Bridgebank Capital is a UK-based specialist property finance lender providing short term bridging loans secured against property.,"Europe, Middle East, and Africa (EMEA)",2006-01-01,year,http://bridgebankcapital.co.uk,https://www.linkedin.com/in/chris-edwards-99a8aaa2,1,,
Cambridge University Entrepreneurs,https://www.crunchbase.com/organization/cambridge-university-entrepreneurs,University Program,2,,"Cambridge, Cambridgeshire, United Kingdom",,CUE runs a student-run business creation competition. CUE's goals is to promote entrepreneurship in Cambridge and beyond.,"Europe, Middle East, and Africa (EMEA)",1999-01-01,year,https://www.cambridgeuniversityentrepreneurs.org/,https://www.linkedin.com/company/cambridge-university-entrepreneurs,2,2,
Interregnum Venture,https://www.crunchbase.com/organization/interregnum-venture,Micro VC,2,1,"London, England, United Kingdom",,Interregnum plc is an information technology investment and advisory company.,"Europe, Middle East, and Africa (EMEA)",1992-01-01,year,http://www.interregnum.com/,,1,,
Bantry Bay,https://www.crunchbase.com/organization/bantry-bay,Venture Debt,2,2,"London, England, United Kingdom",Debt,Bantry Bay provides commercially driven debt capital solutions.,"Europe, Middle East, and Africa (EMEA)",2013-01-01,year,https://bantrybay.co.uk,https://www.linkedin.com/company/bantry-bay,2,1,2
Southern Angel Investors Club,https://www.crunchbase.com/organization/southern-angel-investors-club,Angel Group,2,,"Winchester, Hampshire, United Kingdom",Early Stage Venture,"The Southern Angel Investors Club is comprised of a diverse group of entrepreneurs, financial experts, and people.","Europe, Middle East, and Africa (EMEA)",2021-01-01,day,https://southernangelinvestorsclub.org.uk,,1,,
Menai Science Park,https://www.crunchbase.com/organization/menai-science-park,Co-Working Space,2,,"Gaerwen, Isle of Anglesey, United Kingdom",Grant,"Menai Science Park provides space for businesses of all sizes, from start-ups to large corporate companies.","Europe, Middle East, and Africa (EMEA)",2018-01-01,year,http://www.m-sparc.com/,https://uk.linkedin.com/company/m-sparc?trk=public_profile_experience-item_result-card_subtitle-click,2,2,
NewSmith Capital,https://www.crunchbase.com/organization/newsmith-capital,"Micro VC, Venture Capital",2,1,"London, England, United Kingdom",,NewSmith has focused on delivering performance from a robust operating platform and a strong capital base.,"Europe, Middle East, and Africa (EMEA)",2003-01-01,year,http://www.newsmith.com,,1,1,
FirstVentures,https://www.crunchbase.com/organization/firstventures,"Venture Capital, Venture Debt",2,,"London, England, United Kingdom",,FirstVentures,"Europe, Middle East, and Africa (EMEA)",2005-01-01,year,http://www.firstventures.co.uk,,2,,
Evertices,https://www.crunchbase.com/organization/evertice,"Accelerator, Incubator, Venture Capital",2,,"London, England, United Kingdom","Early Stage Venture, Late Stage Venture, Private Equity",Evertices is an accelerator helping support and develop companies applying technology to the world’s biggest challenges.,"Europe, Middle East, and Africa (EMEA)",2014-01-01,year,http://www.evertices.com,https://www.linkedin.com/company-beta/5287986/,1,,
Grampian Biopartners,https://www.crunchbase.com/organization/grampian-biopartners,Angel Group,2,,"Aberdeen, Aberdeen City, United Kingdom",Seed,Grampian Biopartners is an angel investment group that specialises in seed funding early stage life-science companies.,"Europe, Middle East, and Africa (EMEA)",2008-03-01,month,http://www.grampianbiopartners.com/,https://www.linkedin.com/company/grampian-biopartners-limited,2,,
Enterprise Bath,https://www.crunchbase.com/organization/enterprise-bath,"Accelerator, Entrepreneurship Program, Incubator, Startup Competition, University Program",2,,"Bath, Bath and North East Somerset, United Kingdom",Grant,Here to support entrepreneurial minds.,"Europe, Middle East, and Africa (EMEA)",2011-10-04,day,https://bath-setsquared.co.uk/ented,https://www.linkedin.com/company/enterprise-bath/,1,2,
Greater Manchester Cyber Foundry,https://www.crunchbase.com/organization/greater-manchester-cyber-foundry,Accelerator,2,,"Manchester, Manchester, United Kingdom",,Greater Manchester Cyber Foundry is a programme of business support specifically designed for SMEs.,"Europe, Middle East, and Africa (EMEA)",2018-01-01,year,https://gmcyberfoundry.ac.uk/,https://www.linkedin.com/company/greater-manchester-cyber-foundry/,2,,
UCL Advances Business Support,https://www.crunchbase.com/organization/ucl-advances-business-support,Micro VC,2,1,"London, England, United Kingdom",,UCL Advances Business Support invests in startups and small businesses across London.,"Europe, Middle East, and Africa (EMEA)",2007-01-01,year,http://www.ucl.ac.uk/advances,https://www.linkedin.com/company/university-college-london,2,,
Bright Link Ventures,https://www.crunchbase.com/organization/bright-link-ventures,Incubator,2,,"London, England, United Kingdom",,Bright Link Ventures is a London-based entrepreneurial incubator and consultancy firm.,"Europe, Middle East, and Africa (EMEA)",2015-01-01,year,http://brightlinkventures.com/,https://www.linkedin.com/company/bright-link-ventures/,1,,
King's College London,https://www.crunchbase.com/organization/kings-college-london,University Program,1,1,"London, England, United Kingdom",,"King's College London is dedicated to the advancement of knowledge, learning and understanding in the service of society.","Europe, Middle East, and Africa (EMEA)",1829-01-01,year,http://kcl.ac.uk/,https://www.linkedin.com/school/king's-college-london/,1,,
London School of Hygiene & Tropical Medicine,https://www.crunchbase.com/organization/london-school-of-hygiene-tropical-medicine,University Program,1,,"London, England, United Kingdom",,London School of Hygiene & Tropical Medicine is a center for research and postgraduate education in public and global health.,"Europe, Middle East, and Africa (EMEA)",1899-01-01,year,http://www.lshtm.ac.uk/,https://www.linkedin.com/company/london-school-of-hygiene-&-tropical-medicine-cp,1,1,
University of Essex,https://www.crunchbase.com/organization/university-of-essex,University Program,1,,"Colchester, Essex, United Kingdom",,"University of Essex is a bunch of risk-takers and opinion-makers, stereotype-breakers and world-shakers.","Europe, Middle East, and Africa (EMEA)",1965-01-01,year,http://www.essex.ac.uk/,https://www.linkedin.com/school/university-of-essex/,1,,
MSP Capital,https://www.crunchbase.com/organization/msp-capital,Venture Debt,1,,"Poole, Dorset, United Kingdom",,MSP Capital is a financial and wealth management firm based on Southern England.,"Europe, Middle East, and Africa (EMEA)",1981-01-01,year,http://www.mspcapital.co.uk,https://www.linkedin.com/company/msp-capital/,1,1,
University of Leeds,https://www.crunchbase.com/organization/university-of-leeds-england,University Program,1,,"Leeds, Leeds, United Kingdom",,The University of Leeds is Yorkshire's oldest and largest university,"Europe, Middle East, and Africa (EMEA)",1904-01-01,year,http://www.leeds.ac.uk/,https://www.linkedin.com/edu/university-of-leeds-12706,1,1,
Techspace,https://www.crunchbase.com/organization/techspace-london,Co-Working Space,1,,"London, England, United Kingdom",Seed,"Techspace provides flexible, managed coworking spaces for startups and scale-ups.","Europe, Middle East, and Africa (EMEA)",2011-01-01,year,http://www.techspace.co,https://www.linkedin.com/company-beta/3498410,1,,
Blockmate Ventures,https://www.crunchbase.com/organization/midpoint,"Incubator, Venture Capital",1,,"London, England, United Kingdom",Seed,Blockmate Ventures is a Web3 incubator/venture creator focusing on businesses that utilise blockchain technology and decentralisation.,"Europe, Middle East, and Africa (EMEA)",1998-01-01,year,https://www.blockmate.com/,https://www.linkedin.com/company/blockmate-ventures/about/,1,,
Park Square Capital,https://www.crunchbase.com/organization/park-square-capital,Venture Debt,1,1,"London, England, United Kingdom",Debt,"Founded in 2004, Park Square Capital is one of Europe’s leading credit providers, investing across senior debt.","Europe, Middle East, and Africa (EMEA)",2004-01-01,year,https://www.parksquarecapital.com,https://www.linkedin.com/company/park-square-capital,1,1,
Novalia,https://www.crunchbase.com/organization/novalia,Accelerator,1,,"Cambridge, Cambridgeshire, United Kingdom",,"Novalia is an award winning technology company based in Cambridge, UK.","Europe, Middle East, and Africa (EMEA)",2006-01-01,year,http://www.novalia.co.uk,https://www.linkedin.com/company/novaliaglobal,1,,
