Organization/Person Name,Organization/Person Name URL,Investor Type,Number of Investments,Number of Exits,Location,Investment Stage,Description,Regions,Founded Date,Founded Date Precision,Website,LinkedIn,Number of Portfolio Organizations,Number of Lead Investments,Number of Exits (IPO)
Heidelberg Technology Park,https://www.crunchbase.com/organization/heidelberg-technology-park,"Accelerator, Entrepreneurship Program, Government Office, Incubator",,,"Heidelberg, Baden-Wurttemberg, Germany",,"Startup hub focussed on Life Sciences, Artificial Intelligence, and Industry Tech","European Union (EU), Europe, Middle East, and Africa (EMEA)",1984-01-01,year,https://www.technologiepark-heidelberg.de,https://www.linkedin.com/company/technologiepark-heidelberg-gmbh/?originalSubdomain=de,,,
RESPOND Accelerator,https://www.crunchbase.com/organization/respond-accelerator,Accelerator,,,"Munich, Bayern, Germany",Non Equity Assistance,RESPOND is the first accelerator that pushes for the transformation towards a regenerative economy and promotes responsible leadership.,"European Union (EU), Europe, Middle East, and Africa (EMEA)",2020-01-01,year,https://respond-accelerator.com,https://www.linkedin.com/company/respond-accelerator,,,
Freudenberg Venture Capital GmbH,https://www.crunchbase.com/organization/freudenberg-venture-capital-gmbh,Corporate Venture Capital,,,"Weinheim, Baden-Wurttemberg, Germany",,"Freudenberg Venture Capital GmbH (FVC) is the venture capital arm of Freudenberg & Co. KG. specializing in investments in seed, start-up,","European Union (EU), Europe, Middle East, and Africa (EMEA)",2001-01-01,year,http://www.fnt-kg.de,,,,
FeSo Invest,https://www.crunchbase.com/organization/feso-invest,Family Investment Office,,,"Berlin, Berlin, Germany","Early Stage Venture, Seed","FeSo Invest is a family investment office. We invest in public equities, real estate, and ventures.","European Union (EU), Europe, Middle East, and Africa (EMEA)",2024-01-01,year,https://www.fesoinvest.org,,,,
Ampolon Ventures,https://www.crunchbase.com/organization/ampolon-ventures,"Entrepreneurship Program, Venture Capital",,,"Frankfurt, Hessen, Germany",,Ampolon Ventures creates independent technology-focused ventures.,"European Union (EU), Europe, Middle East, and Africa (EMEA)",2018-01-01,year,https://ampolon.ventures/,https://www.linkedin.com/company/ampolon-ventures,,,
coworkit,https://www.crunchbase.com/organization/coworkit-6848,Incubator,,,"Solingen, Nordrhein-Westfalen, Germany",,coworkit is a coworking space & startup incubator.,"European Union (EU), Europe, Middle East, and Africa (EMEA)",2016-01-01,year,https://coworkit.de/,https://www.linkedin.com/company/coworkit-coworking-space-solingen/,,,
Berlin Capital Partners,https://www.crunchbase.com/organization/berlin-capital-partners,Investment Bank,,,"Berlin, Berlin, Germany",,"Boutique investment bank founded by investment bankers who held senior positions at leading banks incl. Lazard, Merrill Lynch, Unicredit.","European Union (EU), Europe, Middle East, and Africa (EMEA)",2015-01-01,day,http://berlincap.com,https://www.linkedin.com/company/berlin-capital-partners,,,
Heidelberg Startup Partners,https://www.crunchbase.com/organization/heidelberg-startup-partners,"Entrepreneurship Program, University Program",,,"Heidelberg, Baden-Wurttemberg, Germany",Non Equity Assistance,Startup support initiative by Heidelberg's leading research and educational institutes,"European Union (EU), Europe, Middle East, and Africa (EMEA)",2013-01-01,year,https://heidelberg-startup-partners.de,https://www.linkedin.com/company/heidelberg-startup-partners/,,,
Inqbaker,https://www.crunchbase.com/organization/inqbaker,"Accelerator, Incubator",,,"Berlin, Berlin, Germany","Early Stage Venture, Seed",Inqbaker is a tech and future-oriented incubator.,"European Union (EU), Europe, Middle East, and Africa (EMEA)",2021-01-01,year,https://inqbaker.com/,https://www.linkedin.com/company/inqbaker/,,,
Global Vision,https://www.crunchbase.com/organization/global-vision-2,Private Equity Firm,,,"Frankfurt, Hessen, Germany",,GLOBAL VISION AG Private Equity Partners is an independent fund-of-fund management company.,"European Union (EU), Europe, Middle East, and Africa (EMEA)",,,http://www.globalvision-ag.com/,,,,
Hackmind,https://www.crunchbase.com/organization/hackmind,"Accelerator, Incubator",,,"Berlin, Berlin, Germany",Initial Coin Offering,"Hackmind is an AI-focused incubator backed by crypto fund in Berlin, the capital of cryptocurrency.","European Union (EU), Europe, Middle East, and Africa (EMEA)",2017-06-01,day,https://hackmind.ai,https://www.linkedin.com/company/27007327/,,,
SUBLIME.AI,https://www.crunchbase.com/organization/sublime-ai,"Private Equity Firm, Venture Capital",,,"Bremen, Bremen, Germany","Early Stage Venture, Seed",Accelerator for Artificial Intelligence,"European Union (EU), Europe, Middle East, and Africa (EMEA)",2019-09-01,month,,https://www.linkedin.com/company/sublime-ai-accelerator,,,
TowerVenture,https://www.crunchbase.com/organization/towerventure,Venture Debt,,,"Jena, Thuringen, Germany",,As a union of active in Jena persons TowerVenture eG has a focus on investment in central Germany.,"European Union (EU), Europe, Middle East, and Africa (EMEA)",2007-01-01,year,http://www.towerventure.com,https://www.linkedin.com/company/towerventure-eg,,,
Startup Scaleup,https://www.crunchbase.com/organization/startup-scaleup,Accelerator,,,"Berlin, Berlin, Germany",,A seed fund and startup accelerator program on the Internet of Things.,"European Union (EU), Europe, Middle East, and Africa (EMEA)",2015-01-01,year,http://startup-scaleup.eu/,https://www.linkedin.com/company/startup-scaleup,,,
Arena 42,https://www.crunchbase.com/organization/arena-42,Accelerator,,,"Stuttgart, Baden-Wurttemberg, Germany",,The Accelerator for Internet of Things Startups.,"European Union (EU), Europe, Middle East, and Africa (EMEA)",,,http://arena42.de/,,,,
Kusaba Capital,https://www.crunchbase.com/organization/kusaba-capital,Micro VC,,,"Munich, Bayern, Germany","Early Stage Venture, Seed","Kusaba Capital invests in seed-stage consumer goods, healthcare and fintech companies.","European Union (EU), Europe, Middle East, and Africa (EMEA)",2017-01-01,month,http://kusabacapital.com/,https://www.linkedin.com/company/kusaba-capital,,,
GENES GmbH Venture Services,https://www.crunchbase.com/organization/genes-gmbh-venture-services,"Private Equity Firm, Venture Capital",,,"Frechen, Nordrhein-Westfalen, Germany","Early Stage Venture, Late Stage Venture, Private Equity, Seed","GENES GmbH Venture Services is a venture capital and private equity firm specializing in investments in seed and start up stage, early","European Union (EU), Europe, Middle East, and Africa (EMEA)",1978-01-01,year,http://www.genesventures.de,,,,
Voltage,https://www.crunchbase.com/organization/voltage-caba,"Incubator, Micro VC, Venture Capital",,,"Berlin, Berlin, Germany","Early Stage Venture, Seed","VC, Incubator, Manufacturing, Logistics, Supply Chain","European Union (EU), Europe, Middle East, and Africa (EMEA)",2018-09-01,month,https://voltage.wattx.io,https://www.linkedin.com/company/wattx,,,
CFM Indosuez Wealth,https://www.crunchbase.com/organization/cfm-indosuez-wealth,Investment Bank,,,"Monaco, Bayern, Germany",,CFM Indosuez Wealth provides a range of financial products and services. ,"European Union (EU), Europe, Middle East, and Africa (EMEA)",1858-01-01,year,https://www.ca-indosuez.com,https://www.linkedin.com/company/indosuez-wealth-management/,,,
RadiosityVentures,https://www.crunchbase.com/organization/radiosityventures,Angel Group,,,"Cologne, Nordrhein-Westfalen, Germany",,Investment company,"European Union (EU), Europe, Middle East, and Africa (EMEA)",2019-01-01,month,https://radiosity.ventures/,,,,
Aprima (Deutschland) GmbH,https://www.crunchbase.com/organization/aprima-deutschland-gmbh,Family Investment Office,,,"Mannheim, Baden-Wurttemberg, Germany",,Aprima (Deutschland) GmbH introduce you to our Single Family Office and introduce you to our business.,"European Union (EU), Europe, Middle East, and Africa (EMEA)",2002-01-01,year,http://www.aprima.de/i,,,,
Media-Saturn SPACELAB Tech Accelerator,https://www.crunchbase.com/organization/media-saturn-spacelab-tech-accelerator-2,Accelerator,,,"Muenchen, Bayern, Germany","Early Stage Venture, Seed",The Media-Saturn SPACELAB Tech Accelerator enables young innovative companies to take their businesses to the next level.,"European Union (EU), Europe, Middle East, and Africa (EMEA)",2015-11-15,day,http://ms-spacelab.com/,https://www.linkedin.com/company/ms-spacelab-tech-accelerator,,,
Life Science Valley,https://www.crunchbase.com/organization/life-science-valley,Incubator,,,"Göttingen, Niedersachsen, Germany",,Life Science Valley serves in the significant success factors for life science start-ups using specific support measures.,"European Union (EU), Europe, Middle East, and Africa (EMEA)",,,https://lifescience-valley.de/,https://www.linkedin.com/company/life-science-valley/,,,
FASTTRACK,https://www.crunchbase.com/organization/fasttrack,Accelerator,,,"Landsberg Am Lech, Bayern, Germany","Early Stage Venture, Late Stage Venture, Seed",Your entry ticket to large-scale production. Your access point to family-owned companies.,"European Union (EU), Europe, Middle East, and Africa (EMEA)",2017-01-01,year,https://www.fasttrack.team/,,,,
VB-Business Group,https://www.crunchbase.com/organization/vb-business-group,Startup Competition,,,"Berlin, Berlin, Germany",Seed,"VB-Business Group supports StartUps in the development of structures, whether sales, IT or support functions such as training.","European Union (EU), Europe, Middle East, and Africa (EMEA)",,,http://vb-business-group.com,,,,
InnovationLab,https://www.crunchbase.com/organization/innovationlab-3272,Incubator,,,"Heidelberg, Baden-Wurttemberg, Germany",,InnovationLab is an application-oriented research and transfer platform of business and science.,"European Union (EU), Europe, Middle East, and Africa (EMEA)",2008-01-01,year,https://www.innovationlab.de/,https://www.linkedin.com/company/innovationlab-gmbh/,,,
Black Pacific Holding,https://www.crunchbase.com/organization/black-pacific-holding,"Family Investment Office, Private Equity Firm, Venture Capital",,,"Munich, Bayern, Germany","Early Stage Venture, Private Equity, Seed","Black Pacific Holding is a principal investment firm headquartered in Munich, Germany.","European Union (EU), Europe, Middle East, and Africa (EMEA)",2017-01-01,year,,,,,
Lemonblood Group,https://www.crunchbase.com/organization/lemonblood-gmbh,Accelerator,,,"Berlin, Berlin, Germany","Early Stage Venture, Seed",Lemonblood supports start-ups and help existing small and medium-sized enterprises (SMEs) to successfully place their ideas on the market.,"European Union (EU), Europe, Middle East, and Africa (EMEA)",2016-03-03,day,http://www.lemonblood.com,https://www.linkedin.com/company/lemonblood,,,
INDUS Holding AG,https://www.crunchbase.com/organization/indus-holding-ag,Private Equity Firm,,,"Bergisch Gladbach, Nordrhein-Westfalen, Germany",Private Equity,INDUS Holding AG specialist in the field of sustainable investment and growth within the German speaking SME sector. ,"European Union (EU), Europe, Middle East, and Africa (EMEA)",1989-01-01,year,https://www.indus.de/,https://in.linkedin.com/company/indus-holding-ag,,,
Stein Ventures,https://www.crunchbase.com/organization/stein-ventures-gmbh,Micro VC,,,"Osnabrück, Niedersachsen, Germany","Early Stage Venture, Seed",Stein Ventures is an early-stage investor in startups.,"European Union (EU), Europe, Middle East, and Africa (EMEA)",2021-10-01,month,,https://www.linkedin.com/company/steinventures/,,,
Impact Hub Berlin,https://www.crunchbase.com/organization/impact-hub-berlin,Accelerator,,,"Berlin, Berlin, Germany","Early Stage Venture, Seed",Impact Hub Berlin encourages businesses and organizations to create creative solutions that benefit people and the environment.,"European Union (EU), Europe, Middle East, and Africa (EMEA)",2012-01-01,year,http://impacthub.berlin,https://www.linkedin.com/company/impact-hub-berlin,,,
Hohnhaus & Jansenberger Group,https://www.crunchbase.com/organization/hohnhaus-jansenberger-group,Entrepreneurship Program,,,"München, Bayern, Germany",Early Stage Venture,"Hohnhaus & Jansenberger Group specializes in succession solutions, carve-outs and special situations.","European Union (EU), Europe, Middle East, and Africa (EMEA)",2014-01-01,year,https://www.hohnhaus-jansenberger.com/,https://www.linkedin.com/company/hohnhaus-&-jansenberger-gruppe,,,
GNL Ventures,https://www.crunchbase.com/organization/gnl-ventures,Micro VC,,,"Cologne, Nordrhein-Westfalen, Germany","Early Stage Venture, Seed",GNL Ventures offers Sparring-as-a-Service and accompanies founders and start-ups on their entrepreneurial pursuits.,"European Union (EU), Europe, Middle East, and Africa (EMEA)",2020-01-14,day,https://www.gnl.ventures,https://www.linkedin.com/company/gnlventures/?viewAsMember=true,,,
Venhack,https://www.crunchbase.com/organization/no-tie-ventures,Private Equity Firm,,,"Stuttgart, Baden-Wurttemberg, Germany",,"Venhack operates in Venture Capital and Private Equity financing that design, build, and grow businesses.","European Union (EU), Europe, Middle East, and Africa (EMEA)",2014-02-01,month,https://www.venhack.com,https://www.linkedin.com/company/venhack,,,
Dubai Oasis Capital,https://www.crunchbase.com/organization/dubai-oasis-capital,Private Equity Firm,,,"Munich, Bayern, Germany",Early Stage Venture,Dubai Oasis Capital operates as a private equity firm.,"European Union (EU), Europe, Middle East, and Africa (EMEA)",,,http://www.dubai-oasis-capital.de/,https://www.linkedin.com/company/dubai-oasis-capital-ag/,,,
Quartum Kapital,https://www.crunchbase.com/organization/quartum-kapital,Private Equity Firm,,,"Frankfurt, Hessen, Germany",,Quartum Kapital is an investment company that makes direct investments in smaller companies with its investors.,"European Union (EU), Europe, Middle East, and Africa (EMEA)",2012-01-01,year,https://www.quartum-kapital.de,,,,
